speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab1,1035.0,1065.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HCILab1,1125.0,1155.0,0,0,2,0,0,0,0,0,1,2,0,2,0,0
HCILab1,1140.0,1170.0,0,0,5,0,0,0,0,0,1,5,4,4,0,0
HCILab1,1155.0,1185.0,0,0,3,0,0,0,0,0,0,3,4,2,0,0
HCILab1,1170.0,1200.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HCILab1,1185.0,1215.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HCILab1,1215.0,1245.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1230.0,1260.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1245.0,1275.0,0,0,2,0,0,1,0,0,0,1,0,0,0,0
HCILab1,1260.0,1290.0,0,0,4,0,0,1,0,0,0,1,0,1,0,0
HCILab1,1275.0,1305.0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
HCILab1,1290.0,1320.0,0,0,2,0,0,0,0,0,0,2,0,1,0,0
HCILab1,1305.0,1335.0,0,0,2,0,0,0,0,0,0,2,2,3,0,1
HCILab1,1320.0,1350.0,0,0,3,0,0,0,0,0,0,0,2,3,0,1
HCILab1,1335.0,1365.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab1,1410.0,1440.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
HCILab1,1425.0,1455.0,0,0,3,0,1,0,0,0,0,1,1,0,1,2
HCILab1,1440.0,1470.0,0,0,3,0,1,0,0,0,0,0,0,0,1,1
HCILab1,1470.0,1500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1485.0,1515.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1590.0,1620.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1605.0,1635.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
HCILab1,1620.0,1650.0,0,0,3,0,0,1,0,0,0,1,0,0,0,0
HCILab1,1635.0,1665.0,0,0,7,0,0,1,0,0,0,1,0,3,0,0
HCILab1,1650.0,1680.0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
HCILab1,1665.0,1695.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HCILab1,1680.0,1710.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
HCILab1,1725.0,1755.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1740.0,1770.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HCILab1,1770.0,1800.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1785.0,1815.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1800.0,1830.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab1,1815.0,1845.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HCILab1,1845.0,1875.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,1860.0,1890.0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
HCILab1,1875.0,1905.0,0,0,3,0,0,0,0,0,0,0,1,1,0,0
HCILab1,1890.0,1920.0,0,0,3,0,0,0,0,0,0,0,1,1,1,0
HCILab1,1905.0,1935.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
HCILab1,1965.0,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HCILab1,1980.0,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HCILab1,2010.0,2040.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2025.0,2055.0,0,0,5,0,0,1,0,0,0,3,4,1,0,1
HCILab1,2040.0,2070.0,0,0,3,0,0,1,0,0,0,3,4,1,0,1
HCILab1,2055.0,2085.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2070.0,2100.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2085.0,2115.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2265.0,2295.0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
HCILab1,2280.0,2310.0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
HCILab1,2310.0,2340.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2325.0,2355.0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
HCILab1,2340.0,2370.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2370.0,2400.0,0,0,3,0,0,0,0,0,0,1,0,1,0,1
HCILab1,2385.0,2415.0,0,0,4,0,0,0,0,0,0,1,0,1,0,1
HCILab1,2400.0,2430.0,0,0,1,0,0,0,0,0,0,0,1,2,0,0
HCILab1,2415.0,2445.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
HCILab1,2430.0,2460.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2445.0,2475.0,0,0,5,0,0,0,0,0,0,0,2,2,0,1
HCILab1,2460.0,2490.0,0,0,3,0,0,0,0,0,0,0,1,2,0,1
HCILab1,2475.0,2505.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2490.0,2520.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,2505.0,2535.0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
HCILab1,2520.0,2550.0,0,0,2,0,0,0,0,0,0,0,2,2,0,0
HCILab1,2535.0,2565.0,0,0,1,0,0,0,0,0,0,1,2,2,0,0
HCILab1,2550.0,2580.0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
HCILab1,2565.0,2595.0,0,0,2,0,0,0,0,0,1,1,0,2,0,2
HCILab1,2580.0,2610.0,0,0,2,0,0,0,0,0,1,2,2,3,1,2
HCILab1,2595.0,2625.0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
HCILab1,2730.0,2760.0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
HCILab1,2745.0,2775.0,0,0,4,0,0,0,0,0,0,1,3,1,1,0
HCILab1,2760.0,2790.0,0,0,3,0,0,0,0,0,0,1,3,1,0,0
HCILab1,2775.0,2805.0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
HCILab1,2790.0,2820.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab1,2805.0,2835.0,0,0,2,1,0,0,0,0,0,1,2,0,0,0
HCILab1,2820.0,2850.0,0,0,5,1,0,0,0,0,0,3,3,0,0,0
HCILab1,2835.0,2865.0,0,0,3,0,0,0,0,0,0,2,1,0,0,0
HCILab1,2865.0,2895.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,2880.0,2910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HCILab1,2925.0,2955.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
HCILab1,2940.0,2970.0,0,0,5,0,0,0,0,0,1,3,3,0,0,1
HCILab1,2955.0,2985.0,0,0,4,0,0,0,0,0,1,4,3,0,0,0
HCILab1,2970.0,3000.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab1,2985.0,3015.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
HCILab1,3000.0,3030.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
HCILab1,3015.0,3045.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab1,3030.0,3060.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab1,3045.0,3075.0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
HCILab1,3060.0,3090.0,0,0,3,0,0,0,0,0,1,0,0,1,0,0
HCILab1,3090.0,3120.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3105.0,3135.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3135.0,3165.0,0,0,1,0,0,0,0,0,0,2,4,2,0,0
HCILab1,3150.0,3180.0,0,0,1,0,0,0,0,0,0,2,4,2,0,0
HCILab1,3165.0,3195.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3180.0,3210.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3195.0,3225.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
HCILab1,3210.0,3240.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
HCILab1,3225.0,3255.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HCILab1,3285.0,3315.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
HCILab1,3300.0,3330.0,0,0,5,0,0,0,0,0,1,1,0,1,1,2
HCILab1,3315.0,3345.0,0,0,5,0,0,0,0,0,2,1,0,1,0,2
HCILab1,3330.0,3360.0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
HCILab1,3345.0,3375.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HCILab1,3360.0,3390.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab1,3375.0,3405.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
HCILab1,3390.0,3420.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3420.0,3450.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3435.0,3465.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3495.0,3525.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,3510.0,3540.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
HCILab1,3555.0,3585.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3570.0,3600.0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3585.0,3615.0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3675.0,3705.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3690.0,3720.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3735.0,3765.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
HCILab1,3750.0,3780.0,0,0,2,0,0,0,0,0,0,3,3,1,0,1
HCILab1,3765.0,3795.0,0,0,2,0,0,0,0,0,0,2,2,1,0,1
HCILab1,3780.0,3810.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
HCILab1,3795.0,3825.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
