speaker,window_start,window_end,P31_ICM,P32_IMO,P30_INTER,P11_TMA,P23_ATM,P21_AMP,P12_TGS,P24_ACO,P22_ASM,P100_OVERALL,P10_TRANS,P20_ACT,P33_IAM,P13_TSF
HCILab2,3495.0,3525.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3510.0,3540.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HCILab2,3525.0,3555.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HCILab2,3540.0,3570.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HCILab2,3615.0,3645.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCILab2,3630.0,3660.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
HCILab2,3645.0,3675.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
HCILab2,3675.0,3705.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3690.0,3720.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HCILab2,3720.0,3750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HCILab2,3735.0,3765.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
