speaker,window_start,window_end,P22_ASM,P12_TGS,P10_TRANS,P100_OVERALL,P24_ACO,P13_TSF,P32_IMO,P23_ATM,P20_ACT,P30_INTER,P31_ICM,P11_TMA,P33_IAM,P21_AMP
CSLLaptop,1395.0,1425.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CSLLaptop,1455.0,1485.0,0,0,0,1,0,0,0,1,1,2,0,0,0,0
CSLLaptop,1470.0,1500.0,0,0,0,1,0,0,0,1,1,2,0,0,0,0
CSLLaptop,1485.0,1515.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CSLLaptop,1530.0,1560.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,1545.0,1575.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,1755.0,1785.0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,1770.0,1800.0,0,0,1,1,0,0,0,0,2,7,0,0,0,0
CSLLaptop,1785.0,1815.0,0,0,3,2,0,0,0,0,3,8,0,0,0,0
CSLLaptop,1800.0,1830.0,0,0,2,1,0,0,0,0,3,8,0,0,0,0
CSLLaptop,1815.0,1845.0,0,0,1,0,0,1,0,0,3,9,0,0,0,0
CSLLaptop,1830.0,1860.0,0,0,1,0,0,1,0,0,3,7,0,0,0,0
CSLLaptop,1845.0,1875.0,0,0,1,0,0,1,0,0,3,7,0,0,0,0
CSLLaptop,1860.0,1890.0,0,0,1,1,0,1,0,0,3,7,0,0,0,0
CSLLaptop,1875.0,1905.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1890.0,1920.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1935.0,1965.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,1950.0,1980.0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1965.0,1995.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,1980.0,2010.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CSLLaptop,1995.0,2025.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CSLLaptop,2070.0,2100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
CSLLaptop,2085.0,2115.0,0,0,0,2,0,0,0,0,2,4,0,0,0,1
CSLLaptop,2100.0,2130.0,0,0,0,1,0,0,0,0,2,5,0,0,0,0
CSLLaptop,2115.0,2145.0,0,0,0,0,0,1,0,0,2,4,0,0,0,0
CSLLaptop,2130.0,2160.0,0,0,0,0,0,1,0,0,2,2,0,0,0,0
CSLLaptop,2205.0,2235.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2220.0,2250.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2235.0,2265.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2250.0,2280.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2265.0,2295.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2280.0,2310.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2295.0,2325.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,2310.0,2340.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2325.0,2355.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2340.0,2370.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,2355.0,2385.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2370.0,2400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2385.0,2415.0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2400.0,2430.0,0,0,1,2,0,0,0,0,0,5,0,0,0,0
CSLLaptop,2415.0,2445.0,0,0,1,2,0,0,0,0,0,5,0,0,0,0
CSLLaptop,2430.0,2460.0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
CSLLaptop,2715.0,2745.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2730.0,2760.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2760.0,2790.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2775.0,2805.0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2790.0,2820.0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
CSLLaptop,2805.0,2835.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CSLLaptop,2895.0,2925.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2910.0,2940.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,2925.0,2955.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2940.0,2970.0,0,0,1,2,0,0,0,0,0,2,0,0,0,0
CSLLaptop,2955.0,2985.0,0,0,1,2,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3045.0,3075.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3060.0,3090.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3075.0,3105.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3090.0,3120.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3150.0,3180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3165.0,3195.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3180.0,3210.0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3195.0,3225.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CSLLaptop,3210.0,3240.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CSLLaptop,3270.0,3300.0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3285.0,3315.0,0,0,1,1,0,1,0,0,0,3,0,0,0,0
CSLLaptop,3300.0,3330.0,0,0,1,0,0,1,0,0,2,3,0,0,0,0
CSLLaptop,3315.0,3345.0,0,0,1,1,0,0,0,0,3,1,0,0,0,0
CSLLaptop,3330.0,3360.0,0,0,1,1,0,0,0,0,3,0,0,0,0,0
CSLLaptop,3345.0,3375.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3360.0,3390.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3375.0,3405.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3390.0,3420.0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3405.0,3435.0,0,0,1,3,0,1,0,0,3,4,0,0,0,0
CSLLaptop,3420.0,3450.0,0,0,1,2,0,1,0,0,4,2,0,0,0,0
CSLLaptop,3435.0,3465.0,0,0,0,1,0,1,0,0,3,1,0,0,0,0
CSLLaptop,3450.0,3480.0,1,0,1,1,0,0,0,0,2,2,0,0,0,1
CSLLaptop,3465.0,3495.0,1,0,1,1,0,0,0,0,2,2,0,0,0,1
CSLLaptop,3480.0,3510.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3495.0,3525.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CSLLaptop,3540.0,3570.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3555.0,3585.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3570.0,3600.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3585.0,3615.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CSLLaptop,3615.0,3645.0,1,0,0,0,0,0,0,0,2,2,0,0,0,0
CSLLaptop,3630.0,3660.0,1,0,0,0,0,0,0,0,3,3,0,0,0,0
CSLLaptop,3645.0,3675.0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
CSLLaptop,3660.0,3690.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
CSLLaptop,3675.0,3705.0,0,0,0,1,0,0,0,0,1,4,0,0,0,0
CSLLaptop,3690.0,3720.0,1,0,0,2,0,0,0,0,1,5,0,0,0,0
CSLLaptop,3705.0,3735.0,1,0,0,4,0,0,0,0,1,4,0,0,0,0
CSLLaptop,3720.0,3750.0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
CSLLaptop,3825.0,3855.0,0,0,2,1,0,0,0,0,0,2,0,0,0,0
CSLLaptop,3840.0,3870.0,0,0,3,1,0,0,0,0,0,2,0,0,0,1
CSLLaptop,3855.0,3885.0,0,0,3,1,0,0,0,0,0,2,0,0,0,1
CSLLaptop,3870.0,3900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
